separation, propensity, length, PredSS_r1_-1, PredSS_r1, PredSS_r1_1, PredSS_r2_-1, PredSS_r2, PrSS_fq_cn_H, PrSS_fq_cn_E, PrSS_fq_cn_C, PrCN_fq_cn_0, PrRCH_fq_cn0, PrRCH_fq_cn1, PrSA_fq_cn_0, PrSA_fq_cn_4, PrRCH_r1_-1, PrRCH_r1, PrRCH_r1_1, PrRCH_r2_-1, PrRCH_r2, PrRCH_r2_1, PrCN_r1_-1, PrCN_r1, PrCN_r1_1, PrCN_r2, PrSA_r1, PrSA_r2_-1, PrSA_r2, PrSA_r2_1, PrRCH_fq_gl0, PrRCH_fq_gl4, AA_fq_cn_A, AA_fq_cn_D, AA_fq_cn_E, AA_fq_cn_I, AA_fq_cn_F, PrSS_fq_gl_H, PrCN_fq_gl_0, PrSA_fq_gl_0, PSSM_r1_-4_A, PSSM_r1_-4_N, PSSM_r1_0_D, PSSM_r1_1_W, PSSM_r2_0_A, PSSM_cn_-2_A, PSSM_cn_-2_T, PSSM_cn_0_H, PSSM_cn_2_D, PSSM_cn_2_V, class
115,-0.122603329060422,167,C,C,C,H,H,0.132,?,0.474,0.158,0.281,0.123,0.307,?,3,3,0,1,0,0,4,3,1,0,1,3,4,4,0.317,0.036,0.07,0.07,0.053,0.079,0.026,0.102,0.21,0.263,-1,-6,-7,-6,1,-1,-2,-7,1,-8,negative
431,0.161795577266193,642,E,E,E,H,H,0.333,0.093,0.574,0.172,0.2,0.109,0.298,0.221,3,3,3,0,2,1,4,4,4,2,0,4,4,3,0.212,0.235,0.116,0.047,0.091,0.053,0.053,0.358,0.187,0.274,-1,2,-4,-4,2,-3,-5,-3,-3,-5,negative
9,-0.417886444197309,118,E,E,E,?,E,0.0,0.75,0.25,0.0,0.25,0.0,0.375,0.0,3,3,3,3,2,3,3,4,4,2,0,1,3,0,0.331,0.042,0.0,0.0,0.0,0.25,0.125,0.0,0.161,0.237,0,5,-6,-4,-2,-4,-5,8,-4,1,positive
18,-0.458693071566617,160,C,C,C,E,E,0.0,0.647,0.353,0.0,0.118,0.118,0.176,0.059,3,0,0,3,3,3,3,3,1,4,4,0,2,0,0.212,0.037,0.0,0.0,0.0,0.176,0.176,0.0,0.062,0.244,0,-4,-1,-5,-7,-5,-6,-3,0,0,negative
17,0.161958287099179,145,E,E,E,E,E,0.0,0.812,0.188,0.0,0.188,0.188,0.062,0.0,3,3,3,1,2,0,3,4,2,3,0,3,1,4,0.366,0.014,0.0,0.062,0.125,0.062,0.062,0.248,0.152,0.145,-2,-1,-2,-4,-2,0,1,0,-3,1,negative
11,-0.796541566921915,249,C,C,H,H,H,1.0,0.0,0.0,0.1,0.3,0.1,0.4,0.0,0,0,3,0,1,3,1,1,3,1,3,3,3,0,0.221,0.185,0.1,0.1,0.2,0.0,0.0,0.321,0.108,0.325,-1,-3,2,-7,1,0,1,-1,-4,0,negative
193,-0.0053328802722301,314,C,C,C,H,H,0.286,0.208,0.505,0.109,0.214,0.12,0.266,0.182,3,2,0,2,0,1,3,3,0,0,2,1,4,3,0.207,0.156,0.073,0.073,0.078,0.062,0.036,0.29,0.096,0.29,1,-1,-3,-3,-2,-1,1,1,-4,0,negative
80,0.00960562576808159,205,H,H,H,H,H,0.405,0.177,0.418,0.076,0.177,0.139,0.38,0.101,0,1,3,1,3,3,0,1,3,3,3,3,1,1,0.19,0.21,0.089,0.038,0.076,0.089,0.038,0.395,0.088,0.366,-1,0,-3,-4,-4,-3,-2,-5,-4,-1,negative
32,-0.402408461248273,108,E,E,E,E,E,0.129,0.387,0.484,0.129,0.194,0.097,0.419,0.194,3,3,3,0,1,2,4,3,4,1,3,3,3,3,0.213,0.222,0.032,0.032,0.097,0.032,0.0,0.361,0.157,0.315,3,-1,-1,-4,-1,-2,-1,-4,-2,?,negative
29,-0.245311029163982,139,H,H,H,C,C,0.036,0.321,0.643,0.25,0.357,0.071,0.143,0.321,1,3,2,2,0,0,1,3,2,0,0,4,4,4,0.338,0.014,0.0,0.071,0.0,0.036,0.071,0.23,0.252,0.209,-1,-2,-3,-4,0,-1,3,4,4,-3,negative
417,-1.62414912760972,587,C,C,C,H,H,0.248,0.123,0.63,0.099,0.18,0.084,0.264,0.173,0,0,1,3,1,3,1,0,2,1,4,2,3,0,0.191,0.221,0.101,0.062,0.041,0.041,0.053,0.249,0.126,0.296,7,-5,6,2,0,-7,-6,-1,-2,-3,negative
215,-0.0744581203308277,764,C,C,C,H,H,0.5,0.103,0.397,0.126,0.201,0.145,0.318,0.154,0,3,0,3,3,3,1,3,1,4,1,3,0,0,0.223,0.226,0.065,0.047,0.084,0.079,0.075,0.365,0.161,0.313,-2,1,-3,-3,-4,0,-2,-3,1,-2,negative
847,-0.639215882166483,954,C,C,E,E,E,0.204,0.215,0.58,0.152,0.223,0.096,0.152,0.242,0,0,3,3,2,3,1,1,3,2,3,0,3,1,0.239,0.138,0.109,0.057,0.069,0.045,0.04,0.181,0.155,0.156,1,-1,1,5,0,0,1,0,-2,2,negative
51,-0.465064929362257,711,E,C,H,C,E,0.34,0.08,0.58,0.64,0.38,0.3,0.04,0.66,0,3,1,0,1,3,1,3,1,2,3,4,3,1,0.342,0.006,0.04,0.02,0.1,0.08,0.02,0.387,0.405,0.139,-2,-3,2,-2,0,0,-1,-2,-4,5,positive
32,-0.420304517284753,81,?,H,H,H,H,0.871,0.0,0.129,0.355,0.258,0.29,0.194,0.194,3,2,3,1,0,1,3,3,3,0,3,3,4,4,0.407,0.0,0.097,0.032,0.097,0.032,0.0,0.741,0.531,0.123,2,-1,-2,-2,-2,-1,-1,2,-1,0,positive
18,0.47908704632327,233,H,H,H,C,C,0.529,0.176,0.294,0.176,0.235,0.176,0.353,0.176,3,3,0,3,3,1,3,2,0,3,3,0,3,3,0.339,0.077,0.235,0.059,0.235,0.0,0.0,0.322,0.249,0.193,-1,1,-2,0,-2,-8,-7,-5,-4,0,negative
134,0.674989008568121,374,E,E,E,E,E,0.398,0.15,0.451,0.075,0.165,0.098,0.391,0.06,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0.27,0.195,0.098,0.068,0.06,0.045,0.008,0.291,0.166,0.316,-3,5,-6,-5,-3,1,-1,6,-1,4,negative
14,-0.0815048904778718,139,E,C,C,E,E,0.0,0.154,0.846,0.385,0.231,0.077,0.154,0.231,4,4,3,3,3,3,4,4,4,3,1,0,3,0,0.266,0.086,0.0,0.231,0.154,0.0,0.0,0.194,0.158,0.194,0,1,-3,-5,-2,1,0,-3,-4,-2,positive
42,-0.0983758514235736,282,C,C,C,H,H,0.512,0.195,0.293,0.073,0.171,0.171,0.317,0.146,4,4,4,3,1,1,4,3,3,2,3,2,3,3,0.277,0.17,0.122,0.024,0.049,0.0,0.0,0.284,0.121,0.223,-4,-4,-3,-5,1,-4,-4,0,-4,3,negative
31,1.28178614827365,241,E,E,E,H,H,0.3,0.033,0.667,0.0,0.1,0.1,0.367,0.067,4,4,4,3,1,0,4,4,4,1,0,0,3,4,0.245,0.137,0.067,0.033,0.033,0.067,0.0,0.32,0.108,0.266,-1,-4,-7,-8,1,-3,6,-5,-1,-6,positive
387,-0.0728073962006339,678,H,H,H,C,C,0.386,0.06,0.554,0.14,0.199,0.114,0.342,0.161,3,3,1,3,4,4,4,1,1,4,3,3,1,0,0.178,0.388,0.093,0.054,0.054,0.039,0.031,0.391,0.127,0.378,1,-5,-2,-5,-4,-1,-2,0,-5,-4,positive
10,0.537337492284686,127,E,E,E,E,E,0.0,0.333,0.667,0.0,0.333,0.111,0.111,0.111,3,3,3,3,3,3,3,4,3,4,0,0,1,0,0.37,0.016,0.0,0.111,0.111,0.0,0.0,0.15,0.197,0.134,0,-4,-4,2,-4,0,1,-2,-1,-1,positive
20,1.01951044096319,189,C,C,C,E,E,0.0,0.632,0.368,0.158,0.316,0.0,0.368,0.211,0,3,3,4,4,3,0,3,3,4,1,0,0,0,0.323,0.016,0.105,0.0,0.0,0.053,0.0,0.143,0.333,0.164,-1,0,-3,-3,-2,-1,-1,0,0,-2,positive
131,0.892237310414054,187,H,H,H,H,H,0.623,0.015,0.362,0.077,0.138,0.162,0.331,0.115,3,3,4,4,4,4,3,3,4,4,2,0,1,0,0.16,0.166,0.1,0.038,0.062,0.069,0.054,0.551,0.096,0.294,1,-2,-5,-6,-4,-4,-5,3,-7,6,positive
679,-0.777224368182451,739,H,H,H,C,C,0.417,0.102,0.481,0.19,0.233,0.136,0.268,0.235,3,3,1,3,3,3,4,1,1,3,3,1,4,3,0.233,0.135,0.117,0.074,0.056,0.062,0.025,0.411,0.18,0.271,-2,-4,0,-3,-3,0,5,-3,-3,4,negative
47,-0.271137574296677,310,C,C,C,H,H,0.435,0.087,0.478,0.174,0.326,0.13,0.37,0.152,3,0,0,3,2,?,3,0,0,1,4,0,3,4,0.239,0.248,0.087,0.022,0.13,0.065,0.022,0.523,0.171,0.319,0,-1,2,-3,-1,4,?,5,-8,8,negative
175,0.21624941551255,196,E,E,C,C,C,0.276,0.121,0.603,0.178,0.287,0.236,0.201,0.213,4,4,4,0,0,2,4,4,4,0,1,4,4,1,0.301,0.071,0.04,0.063,0.04,0.057,0.057,0.245,0.173,0.199,-2,-4,-5,13,-1,-4,-3,-6,-5,-7,negative
82,0.404275001708352,182,C,C,C,E,E,0.198,0.111,0.691,0.099,0.21,0.222,0.16,0.16,1,3,3,3,3,3,1,3,3,3,3,1,1,0,0.335,0.0,0.074,0.062,0.037,0.012,0.086,0.181,0.275,0.143,4,-5,-2,12,2,-1,1,0,1,-1,negative
173,-0.122603329060422,516,C,C,C,C,C,0.215,0.25,0.535,0.233,0.308,0.163,0.203,0.326,0,2,0,3,0,3,0,3,0,1,4,?,3,1,0.295,0.149,0.081,0.058,0.058,0.052,0.029,0.221,0.178,0.24,-1,1,-1,-3,-2,-2,-3,-4,-7,4,negative
110,0.0499590237830803,237,C,C,C,C,C,0.248,0.284,0.468,0.101,0.229,0.119,0.257,0.156,2,0,0,0,0,3,3,0,0,1,4,3,4,1,0.249,0.105,0.083,0.083,0.037,0.046,?,0.333,0.173,0.249,0,-3,2,-3,-2,-3,-4,-5,-7,1,negative
9,0.209386225225339,152,E,C,C,C,C,0.0,0.0,1.0,0.375,0.25,0.5,0.0,0.5,3,0,1,0,3,3,3,1,0,3,4,3,1,4,0.355,0.033,0.125,0.125,0.125,0.0,0.0,0.013,0.382,0.138,2,0,-1,-3,1,-1,2,-1,-1,-2,negative
21,-0.584012985865814,118,E,E,C,E,C,0.0,0.7,0.3,0.1,0.3,0.05,0.35,0.2,2,0,0,3,0,0,2,0,0,1,3,0,3,4,0.331,0.042,0.0,0.05,0.05,0.15,0.1,0.0,0.161,0.237,-3,5,6,-4,0,0,-2,-4,-4,-7,positive
550,-0.0728073962006339,954,C,E,E,C,C,0.22,0.209,0.57,0.166,0.233,0.087,0.137,0.268,3,3,3,1,3,0,3,3,3,3,3,4,4,4,0.239,0.138,0.109,0.058,0.075,0.044,0.04,0.181,0.155,0.156,-1,-2,0,2,0,1,0,0,0,0,positive
17,-0.0744581203308277,124,C,C,C,E,E,0.0,0.5,0.5,0.125,0.125,0.062,0.188,0.188,3,0,0,3,3,3,4,0,3,4,3,3,0,0,0.29,0.056,0.062,0.062,0.0,0.0,0.125,0.258,0.234,0.266,-1,3,-2,-4,-2,-2,-1,-2,?,4,negative
8,0.053514712056863,68,E,C,C,C,C,0.0,0.0,1.0,0.429,0.571,0.143,0.0,0.286,3,3,1,0,0,1,4,4,3,1,1,4,4,3,0.441,0.029,0.286,0.286,0.143,0.0,0.0,0.0,0.221,0.147,2,-5,-6,-7,-3,1,2,0,-3,1,negative
156,-0.494579528651966,248,C,C,C,C,C,0.348,0.155,0.497,0.181,0.258,0.194,0.232,0.181,1,3,3,3,0,0,2,3,3,1,0,0,4,4,0.262,0.073,0.084,0.123,0.045,0.052,0.058,0.347,0.145,0.234,-6,-5,-6,-1,-2,-1,-1,-2,-6,0,negative
68,-0.264777000864015,235,H,H,H,H,H,0.687,0.045,0.269,0.194,0.224,0.194,0.209,0.194,3,3,3,0,2,0,3,3,3,0,0,4,4,4,0.277,0.17,0.104,0.06,0.075,0.045,0.06,0.404,0.247,0.247,5,-5,-6,-7,1,0,1,5,-6,1,negative
130,-0.712962009328164,163,H,H,H,E,E,0.326,0.233,0.442,0.341,0.318,0.163,0.209,0.326,2,3,2,3,1,?,2,3,2,1,0,0,3,0,0.362,0.012,0.062,0.085,0.078,0.039,0.047,0.301,0.368,0.196,-2,-4,-3,-3,0,-1,1,-2,-5,-3,positive
200,0.161958287099179,318,C,C,C,H,H,0.357,0.116,0.528,0.116,0.111,0.106,0.241,0.131,1,0,0,1,3,3,1,0,0,3,4,3,0,3,0.182,0.182,0.085,0.055,0.055,0.035,0.03,0.321,0.129,0.211,-1,-5,3,-5,-1,-1,-2,0,-3,3,negative
99,0.0989227983205789,148,C,C,E,H,C,0.408,0.173,0.418,0.051,0.153,0.133,0.306,0.092,0,0,3,3,1,0,1,1,4,3,3,1,0,4,0.203,0.074,0.051,0.071,0.01,0.082,0.051,0.358,0.088,0.277,-2,-2,0,-5,7,-2,-4,2,-1,-1,positive
195,1.2402254703743,642,H,H,H,E,E,0.402,0.021,0.577,0.299,0.278,0.165,0.227,0.325,2,2,0,3,3,3,0,2,0,4,4,3,0,?,0.212,0.235,0.124,0.062,0.098,0.052,0.046,0.358,0.187,0.274,-1,-1,-1,-3,-1,-1,2,-4,7,-4,negative
32,-0.143784113262591,87,H,H,H,C,C,0.355,0.0,0.645,0.516,0.484,0.065,0.032,0.548,0,0,3,2,3,3,0,0,3,3,3,4,1,3,0.517,0.0,0.065,0.097,0.129,0.032,0.097,0.161,0.529,0.034,1,-1,1,10,-1,1,-1,-2,-4,6,negative
10,-0.182626019916072,215,E,C,C,C,C,0.0,0.0,1.0,0.0,0.333,0.0,0.222,0.333,4,3,3,0,3,3,4,4,4,3,1,4,0,1,0.242,0.186,0.0,0.0,0.222,0.0,0.0,0.172,0.088,0.349,-7,-9,-3,-7,-3,2,2,-5,-5,-4,positive
41,-0.276123531523552,166,C,C,C,C,C,0.1,0.225,0.675,0.325,0.375,0.1,0.125,0.375,3,0,3,0,0,3,3,1,3,1,3,4,4,1,0.331,0.06,0.1,0.05,0.05,0.075,0.025,0.325,0.307,0.181,-1,1,-1,-2,-2,-1,-1,-3,-3,-1,negative
16,-0.104898000751839,95,C,C,C,E,E,0.0,0.733,0.267,0.067,0.2,0.2,0.2,0.133,1,0,1,3,3,1,0,1,2,3,3,3,1,3,0.274,0.011,0.0,0.067,0.0,0.133,0.0,0.0,0.116,0.137,-3,7,1,-2,-1,-2,0,3,-6,3,negative
22,-0.717098056127927,180,E,E,E,E,H,0.0,0.667,0.333,0.048,0.143,0.238,0.333,0.143,4,4,4,3,1,0,4,4,4,1,0,0,3,4,0.211,0.244,0.19,0.048,?,0.048,0.048,0.167,0.1,0.322,5,-3,-6,-6,1,1,-3,-2,0,-2,negative
19,0.569305889031935,165,E,E,?,C,C,0.0,0.056,0.944,0.0,0.167,0.111,0.222,0.111,4,4,4,0,3,3,4,4,4,3,0,3,3,4,0.273,0.115,0.111,0.0,0.0,0.056,0.111,0.352,0.194,0.212,-2,-1,-5,-4,0,0,-2,-3,-4,4,negative
95,0.471452689920424,447,E,E,E,E,E,0.213,0.138,0.649,0.16,0.277,0.053,0.181,0.255,4,4,4,4,3,3,4,4,4,3,0,3,0,3,0.246,0.192,0.128,0.043,0.064,0.021,0.043,0.239,0.181,0.201,-2,-4,-6,4,2,1,-1,-6,0,-5,negative
237,0.891527706500162,364,E,E,E,C,C,0.212,0.297,0.492,0.081,0.199,0.123,0.284,0.114,3,3,3,4,4,4,4,4,3,4,0,0,1,0,0.214,0.165,0.072,0.072,0.064,0.042,0.051,0.283,0.088,0.305,0,0,-8,2,-1,3,0,-5,5,-5,negative
24,-0.586524082132086,739,C,C,C,C,C,0.0,0.217,0.783,0.043,0.261,0.043,0.174,0.261,3,1,3,0,1,0,3,2,3,1,4,4,4,4,0.233,0.135,0.174,0.087,0.043,0.043,0.043,0.411,0.18,0.271,0,1,-3,-5,-1,-3,-2,-3,-2,-1,negative
112,-0.631824374194334,291,H,H,H,C,C,0.396,0.171,0.432,0.189,0.225,0.153,0.27,0.198,3,0,2,3,3,3,2,0,2,3,3,3,3,2,0.237,0.144,0.081,0.072,0.081,0.099,0.027,0.385,0.175,0.23,-1,-1,4,2,-1,0,4,-3,-1,-4,negative
85,0.246295856109429,1244,E,E,C,H,H,0.083,0.179,0.738,0.06,0.143,0.048,0.214,0.238,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0.198,0.27,0.107,0.083,0.048,0.036,0.024,0.211,0.16,0.26,1,0,-5,2,6,-3,-3,-2,-4,6,negative
229,-1.21703870652092,366,C,C,E,C,C,0.184,0.417,0.399,0.088,0.237,0.14,0.311,0.171,0,1,3,3,0,0,1,1,3,1,4,1,4,4,0.238,0.107,0.075,0.061,0.079,0.048,0.048,0.161,0.085,0.306,-4,-7,-2,-6,-2,5,-2,-2,-6,-7,positive
19,0.471452689920424,88,E,E,E,E,E,0.0,0.667,0.333,0.167,0.222,0.222,0.333,0.167,3,3,3,3,3,3,4,4,4,4,0,0,0,3,0.295,0.034,0.111,0.056,0.111,0.056,0.056,0.0,0.216,0.239,-1,0,-5,-4,6,-1,-1,?,-5,-6,negative
7,-0.264777000864015,195,H,H,H,C,H,0.167,0.0,0.833,0.5,0.5,0.0,0.0,0.833,3,3,3,0,1,0,4,4,1,0,0,4,4,4,0.359,0.036,0.0,0.0,0.0,0.0,0.0,0.626,0.472,0.21,-1,-4,-4,-3,-2,-2,-1,-1,0,-2,positive
12,-0.494579528651966,184,E,E,?,E,E,0.0,0.364,0.636,0.455,0.727,0.091,0.091,0.636,1,3,3,3,3,1,1,3,3,3,0,1,3,2,0.359,0.043,0.0,0.091,0.091,0.0,0.0,0.163,0.196,0.168,0,-3,-4,-4,?,2,-2,-3,-4,-4,positive
61,-0.0230613204135228,114,C,C,E,E,E,0.0,0.6,0.4,0.2,0.317,0.133,0.233,0.217,0,0,3,3,3,3,1,2,4,3,3,0,2,0,0.421,0.0,0.083,0.017,0.1,0.083,0.0,0.0,0.228,0.175,0,-1,1,4,-3,-1,3,0,0,-3,positive
225,-0.278919205603454,298,C,E,E,C,C,0.027,0.33,0.643,0.17,0.353,0.116,0.143,0.379,3,3,3,4,4,4,4,3,4,4,3,0,0,3,0.362,0.084,0.098,0.062,0.022,0.054,0.04,0.02,0.171,0.144,-3,0,-1,6,-5,-1,-1,0,2,-3,positive
22,-0.598349082390416,293,C,C,C,C,C,0.476,0.0,0.524,0.048,0.286,0.143,0.095,0.143,4,4,4,3,3,3,4,4,4,3,1,0,3,0,0.314,0.171,0.238,0.048,0.048,0.0,0.0,0.317,0.205,0.181,-3,-5,-3,-4,-1,-5,-5,0,3,-2,negative
118,-0.0133210157374004,176,C,E,E,H,C,0.376,0.239,0.385,0.214,0.282,0.103,0.282,0.222,3,3,3,3,0,X,3,4,4,0,1,4,4,X,0.347,0.091,0.12,0.06,0.068,0.051,0.034,0.364,0.273,0.21,-3,-5,-5,-6,-2,-2,1,-6,4,-4,positive
34,-0.271137574296677,164,H,H,H,H,H,0.788,0.0,0.212,0.152,0.242,0.152,0.242,0.091,3,3,3,3,3,1,3,1,3,3,3,0,1,3,0.213,0.079,0.03,0.091,0.182,0.061,0.061,0.762,0.134,0.256,-1,-1,2,11,-6,-3,-4,1,-6,-3,negative
225,-0.507532387566928,1244,C,C,C,C,C,0.277,0.071,0.652,0.129,0.152,0.103,0.299,0.183,0,0,3,4,3,3,1,1,3,4,4,3,0,0,0.198,0.27,0.094,0.04,0.054,0.054,0.031,0.211,0.16,0.26,0,0,3,6,0,-3,-3,-4,-3,-4,negative
53,-0.111075522966987,98,C,C,C,C,C,0.0,0.288,0.712,0.192,0.346,0.096,0.135,0.308,3,0,3,0,3,0,3,0,3,3,3,4,0,3,0.367,0.01,0.058,0.038,0.077,0.096,0.019,0.163,0.276,0.112,-1,0,3,-3,-3,1,-1,-3,5,1,negative
104,0.551778417434986,120,E,E,E,C,C,0.0,0.66,0.34,0.223,0.311,0.155,0.214,0.301,3,3,0,0,0,X,3,3,0,3,3,4,4,X,0.342,0.042,0.107,?,0.019,0.058,0.058,0.0,0.275,0.192,1,0,-2,-3,-1,-2,-1,-2,1,-3,negative
280,-0.133275145604059,516,C,C,C,H,H,0.194,0.269,0.538,0.168,0.287,0.125,0.211,0.24,1,0,1,3,3,0,2,1,1,3,4,1,0,3,0.295,0.149,0.086,0.068,0.047,0.05,0.036,0.221,0.178,0.24,5,-2,2,-2,-3,-4,-1,-6,-7,3,negative
121,-0.667642937365069,187,C,C,C,C,C,0.258,0.233,0.508,0.233,0.342,0.108,0.175,0.267,3,0,2,0,3,3,3,0,3,4,4,3,1,3,0.321,0.102,0.083,0.067,0.05,0.025,0.033,0.203,0.182,0.241,-1,-4,5,-3,-1,0,0,0,1,0,negative
69,-0.0509485544242698,242,C,C,C,C,C,0.147,0.235,0.618,0.103,0.206,0.132,0.132,0.235,3,3,1,3,0,0,3,4,3,0,2,3,4,4,0.322,0.045,0.103,0.059,0.0,0.074,0.029,0.248,0.231,0.12,0,0,-5,-3,0,4,-1,-5,-5,-2,negative
139,-0.490139830505063,447,E,E,E,E,E,0.196,0.196,0.609,0.145,0.196,0.072,0.268,0.217,3,3,3,3,3,4,3,3,4,4,3,0,1,0,0.246,0.192,0.101,0.036,0.051,0.036,0.036,0.239,0.181,0.201,3,-3,1,7,-6,-6,-5,-2,-1,-6,positive
113,-0.632525091030796,243,C,C,C,C,C,0.348,0.188,0.464,0.259,0.33,0.196,0.134,0.25,1,0,0,4,4,4,1,0,0,4,4,0,2,3,0.272,0.062,0.027,0.054,0.152,0.045,0.045,0.247,0.185,0.198,5,-3,4,-3,-1,-2,-1,-3,-3,5,negative
128,0.822606178930669,301,H,H,H,H,H,0.512,0.087,0.402,0.15,0.181,0.173,0.236,0.134,0,3,3,0,3,3,1,3,3,3,0,3,0,1,0.199,0.183,0.15,0.039,0.079,0.031,0.024,0.442,0.13,0.252,1,0,-5,4,0,1,-1,-3,-3,-3,positive
31,-0.402408461248273,103,H,H,H,H,H,0.6,0.0,0.4,0.233,0.367,0.133,0.133,0.2,3,3,0,2,3,2,3,2,0,3,2,3,0,2,0.398,0.029,0.0,0.067,0.1,0.1,0.067,0.447,0.301,0.126,-6,?,-4,-3,-3,-1,-1,0,-3,1,negative
19,0.0574235889636136,89,C,C,C,E,E,0.444,0.222,0.333,0.222,0.278,0.222,0.333,0.167,1,0,?,3,3,3,1,0,0,4,4,0,0,0,0.225,0.09,0.056,0.056,0.278,0.111,0.056,0.449,0.146,0.326,-2,0,1,-4,-2,-2,-2,-2,-6,1,negative
224,0.0235861604549471,1244,C,C,C,C,C,0.193,0.09,0.717,0.157,0.197,0.112,0.26,0.242,3,0,3,1,0,3,3,0,3,0,3,3,4,1,0.198,0.27,0.058,0.058,0.067,0.036,0.036,0.211,0.16,0.26,0,-4,-1,-4,3,-3,-3,-4,-3,-4,negative
91,-0.673775173482879,620,C,C,C,E,E,0.0,0.622,0.378,0.089,0.167,0.033,0.289,0.156,0,1,0,3,4,3,1,3,0,3,3,0,3,1,0.274,0.144,0.078,0.044,0.033,0.078,0.089,0.068,0.145,0.177,-3,0,0,-4,-1,0,-1,-1,-4,-1,negative
85,-0.122603329060422,241,C,C,C,C,C,0.0,0.214,0.786,0.179,0.31,0.131,0.107,0.333,3,0,3,3,3,3,3,3,3,3,3,4,4,3,0.311,0.058,0.155,0.06,0.0,0.024,0.012,0.183,0.212,0.162,-1,-3,-1,0,-2,-4,2,1,2,-3,negative
21,1.15934056238624,77,H,H,H,H,H,0.8,0.0,0.2,0.4,0.5,0.15,0.1,0.3,3,3,3,3,3,1,3,4,3,3,0,3,0,3,0.364,0.0,0.2,0.05,0.1,0.1,0.0,0.883,0.325,0.208,5,-4,-5,-4,2,6,-2,0,?,5,positive
43,-0.158685575359271,95,C,C,C,C,C,0.0,0.452,0.548,0.167,0.452,0.167,0.095,0.31,0,1,3,0,0,1,0,2,3,1,3,3,4,3,0.379,0.0,0.024,0.095,0.071,0.024,0.0,0.0,0.147,0.158,0,0,-3,-7,?,-1,4,1,-3,-8,negative
43,-0.722302163365221,185,H,H,C,H,H,0.19,0.571,0.238,0.095,0.143,0.262,0.262,0.143,1,3,3,3,0,3,1,3,3,0,0,1,4,2,0.178,0.189,0.071,0.024,0.143,0.095,0.048,0.335,0.097,0.341,-4,-7,-9,-8,4,-2,-3,-2,3,-4,negative
61,-0.253778522324612,214,E,C,C,C,C,0.183,0.25,0.567,0.267,0.35,0.133,0.15,0.283,3,3,0,3,3,1,4,3,3,3,0,1,2,3,?,0.056,0.05,0.05,0.05,0.033,0.083,0.178,0.168,0.215,-5,-7,-3,-6,-3,2,-1,0,0,-1,positive
35,-0.259059218447052,276,C,H,H,C,C,0.588,0.147,0.265,0.176,0.324,0.265,0.118,0.294,3,3,3,1,3,3,4,3,3,4,3,3,0,3,0.29,0.069,0.029,0.059,0.118,0.059,0.029,0.348,0.185,0.203,2,-1,-2,-5,4,0,3,-1,-5,-6,negative
9,0.053514712056863,123,E,E,C,C,E,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0.057,0.634,0.0,0.0,0.0,0.0,0.25,0.0,0.041,0.374,-3,-5,-4,-5,4,-3,-3,-4,-2,-4,positive
258,-0.158685575359271,954,C,C,C,H,H,0.486,0.016,0.498,0.191,0.226,0.089,0.222,0.214,4,4,4,4,3,3,4,4,4,4,1,0,0,3,0.239,0.138,0.144,0.062,0.062,0.047,0.043,0.181,0.155,0.156,-3,3,-2,0,-2,-3,-1,0,2,-1,negative
96,-0.177862105631904,138,C,C,C,H,H,0.232,0.305,0.463,0.189,0.305,0.074,0.295,0.316,0,3,1,0,0,0,1,4,4,0,1,4,4,4,0.391,0.036,0.095,0.095,0.021,0.063,0.042,0.174,0.283,0.239,0,3,-3,-4,-1,-1,-1,-1,-4,1,negative
30,-0.35839073172442,380,C,C,C,C,C,0.0,0.345,0.655,0.0,0.069,0.034,0.517,0.069,0,0,3,4,3,3,1,1,3,4,3,1,0,3,?,0.218,0.103,0.034,0.103,0.103,0.0,0.242,0.087,0.355,-3,0,0,-1,-6,1,-2,-7,0,-6,negative
262,0.339083541066577,1244,E,E,E,H,C,0.107,0.211,0.682,0.176,0.238,0.1,0.234,0.276,4,4,4,4,4,4,4,4,4,4,1,0,0,3,0.198,0.27,0.084,0.073,0.077,0.019,0.034,0.211,0.16,0.26,-1,-1,-4,-5,6,-2,1,-5,-4,-2,negative
66,-0.168446050654973,372,E,E,E,C,C,0.0,0.6,0.4,0.015,0.154,0.062,0.292,?,3,3,3,3,0,0,3,4,3,0,0,3,4,4,0.285,0.121,0.108,0.031,0.062,0.031,0.046,0.091,0.167,0.194,-1,3,-3,-2,0,0,1,-3,-2,-2,negative
186,0.702477190922726,466,C,C,C,C,C,0.276,0.195,0.53,0.162,?,0.054,0.378,0.205,4,4,4,3,3,4,?,4,4,4,0,0,0,1,0.191,0.223,0.114,0.054,0.059,0.059,0.032,0.251,0.195,0.33,-2,-4,-2,-1,-2,-2,-2,-4,1,-4,negative
30,-0.16854968894129,363,E,E,E,E,E,0.448,?,0.276,0.0,0.034,0.103,0.483,0.0,4,4,4,4,4,4,4,4,4,4,3,0,0,3,0.201,0.284,0.034,0.103,0.034,0.069,0.034,0.267,0.143,0.298,-2,-4,-4,-4,-2,-2,0,-2,-2,-5,positive
